event_id,customer_id,product_id,event_type,event_date,time_spent
3045,821,9,view,2005-10-05 16:34:49.172107,262.51
3046,224,69,view,2005-10-06 16:34:49.172107,243.29
3047,124,90,view,2005-10-07 16:34:49.172107,197.42
3048,948,71,view,2005-10-08 16:34:49.172107,253.02
3049,344,93,add_to_cart,2005-10-09 16:34:49.172107,89.71
3050,851,33,remove_from_cart,2005-10-10 16:34:49.172107,192.95
3051,524,24,add_to_cart,2005-10-11 16:34:49.172107,179.23
3052,52,89,view,2005-10-12 16:34:49.172107,188.61
3053,129,95,add_to_cart,2005-10-13 16:34:49.172107,54.75
3054,135,93,remove_from_cart,2005-10-14 16:34:49.172107,86.79
3055,657,69,add_to_cart,2005-10-15 16:34:49.172107,89.56
3056,127,38,remove_from_cart,2005-10-16 16:34:49.172107,182.57
3057,738,11,view,2005-10-17 16:34:49.172107,291.9
3058,939,32,add_to_cart,2005-10-18 16:34:49.172107,286.45
3059,71,64,view,2005-10-19 16:34:49.172107,72.02
3060,273,72,view,2005-10-20 16:34:49.172107,94.93
3061,187,20,remove_from_cart,2005-10-21 16:34:49.172107,15.64
3062,3,34,remove_from_cart,2005-10-22 16:34:49.172107,122.65
3063,285,42,view,2005-10-23 16:34:49.172107,251.23
3064,22,8,remove_from_cart,2005-10-24 16:34:49.172107,275.15
3065,166,66,remove_from_cart,2005-10-25 16:34:49.172107,74.77
3066,310,21,view,2005-10-26 16:34:49.172107,83.41
3067,875,79,view,2005-10-27 16:34:49.172107,70.15
3068,477,70,remove_from_cart,2005-10-28 16:34:49.172107,108.28
3069,498,5,view,2005-10-29 16:34:49.172107,242.4
3070,434,67,view,2005-10-30 16:34:49.172107,195.82
3071,758,43,remove_from_cart,2005-10-31 16:34:49.172107,236.85
3072,234,16,add_to_cart,2005-11-01 16:34:49.172107,176.99
3073,837,99,add_to_cart,2005-11-02 16:34:49.172107,81.03
3074,670,73,view,2005-11-03 16:34:49.172107,72.26
3075,663,35,remove_from_cart,2005-11-04 16:34:49.172107,7.66
3076,725,83,view,2005-11-05 16:34:49.172107,235.39
3077,376,43,remove_from_cart,2005-11-06 16:34:49.172107,254.9
3078,730,98,view,2005-11-07 16:34:49.172107,231.64
3079,246,39,view,2005-11-08 16:34:49.172107,26.95
3080,303,10,remove_from_cart,2005-11-09 16:34:49.172107,229.86
3081,405,74,view,2005-11-10 16:34:49.172107,18.5
3082,788,20,add_to_cart,2005-11-11 16:34:49.172107,36.15
3083,663,1,add_to_cart,2005-11-12 16:34:49.172107,134.94
3084,708,6,remove_from_cart,2005-11-13 16:34:49.172107,145.46
3085,917,53,view,2005-11-14 16:34:49.172107,245.75
3086,21,46,add_to_cart,2005-11-15 16:34:49.172107,205.46
3087,257,66,remove_from_cart,2005-11-16 16:34:49.172107,50.23
3088,399,38,remove_from_cart,2005-11-17 16:34:49.172107,71.71
3089,529,33,remove_from_cart,2005-11-18 16:34:49.172107,89.27
3090,51,67,add_to_cart,2005-11-19 16:34:49.172107,41.48
3091,447,100,add_to_cart,2005-11-20 16:34:49.172107,89.86
3092,270,77,add_to_cart,2005-11-21 16:34:49.172107,219.94
3093,827,35,add_to_cart,2005-11-22 16:34:49.172107,76.21
3094,595,79,view,2005-11-23 16:34:49.172107,251.43
3095,818,45,add_to_cart,2005-11-24 16:34:49.172107,143.51
3096,636,22,remove_from_cart,2005-11-25 16:34:49.172107,100.27
3097,802,68,view,2005-11-26 16:34:49.172107,126.66
3098,262,17,add_to_cart,2005-11-27 16:34:49.172107,214.3
3099,365,5,view,2005-11-28 16:34:49.172107,157.45
3100,49,85,remove_from_cart,2005-11-29 16:34:49.172107,7.15
3101,518,57,add_to_cart,2005-11-30 16:34:49.172107,277.09
3102,629,88,view,2005-12-01 16:34:49.172107,24.47
3103,118,95,add_to_cart,2005-12-02 16:34:49.172107,281.89
3104,453,40,view,2005-12-03 16:34:49.172107,13.31
3105,775,30,view,2005-12-04 16:34:49.172107,232.44
3106,865,42,remove_from_cart,2005-12-05 16:34:49.172107,162.73
3107,973,7,remove_from_cart,2005-12-06 16:34:49.172107,154.19
3108,947,71,add_to_cart,2005-12-07 16:34:49.172107,26.47
3109,886,91,add_to_cart,2005-12-08 16:34:49.172107,75.43
3110,641,88,view,2005-12-09 16:34:49.172107,234.38
3111,397,19,remove_from_cart,2005-12-10 16:34:49.172107,267.92
3112,683,41,remove_from_cart,2005-12-11 16:34:49.172107,161.09
3113,27,34,view,2005-12-12 16:34:49.172107,109.24
3114,711,22,remove_from_cart,2005-12-13 16:34:49.172107,22.68
3115,372,52,remove_from_cart,2005-12-14 16:34:49.172107,206.24
3116,899,91,view,2005-12-15 16:34:49.172107,87.14
3117,826,6,add_to_cart,2005-12-16 16:34:49.172107,21.23
3118,857,74,add_to_cart,2005-12-17 16:34:49.172107,201.43
3119,97,95,add_to_cart,2005-12-18 16:34:49.172107,148.29
3120,1000,25,view,2005-12-19 16:34:49.172107,8.53
3121,529,66,add_to_cart,2005-12-20 16:34:49.172107,37.72
3122,685,10,view,2005-12-21 16:34:49.172107,211.26
3123,974,74,view,2005-12-22 16:34:49.172107,23.78
3124,613,26,remove_from_cart,2005-12-23 16:34:49.172107,260.46
3125,186,5,remove_from_cart,2005-12-24 16:34:49.172107,96.84
3126,696,86,add_to_cart,2005-12-25 16:34:49.172107,31.16
3127,950,68,view,2005-12-26 16:34:49.172107,229.13
3128,215,98,add_to_cart,2005-12-27 16:34:49.172107,159.71
3129,251,71,add_to_cart,2005-12-28 16:34:49.172107,95.46
3130,216,50,remove_from_cart,2005-12-29 16:34:49.172107,124.8
3131,29,17,add_to_cart,2005-12-30 16:34:49.172107,11.32
3132,102,11,add_to_cart,2005-12-31 16:34:49.172107,200.5
3133,123,53,remove_from_cart,2006-01-01 16:34:49.172107,112.9
3134,54,50,add_to_cart,2006-01-02 16:34:49.172107,215.64
3135,283,8,add_to_cart,2006-01-03 16:34:49.172107,190.31
3136,614,92,view,2006-01-04 16:34:49.172107,197.12
3137,117,97,add_to_cart,2006-01-05 16:34:49.172107,238.9
3138,616,62,remove_from_cart,2006-01-06 16:34:49.172107,191.19
3139,557,89,remove_from_cart,2006-01-07 16:34:49.172107,128.52
3140,114,85,view,2006-01-08 16:34:49.172107,120.03
3141,855,76,remove_from_cart,2006-01-09 16:34:49.172107,40.28
3142,543,90,remove_from_cart,2006-01-10 16:34:49.172107,234.94
3143,676,29,remove_from_cart,2006-01-11 16:34:49.172107,229.53
3144,977,99,add_to_cart,2006-01-12 16:34:49.172107,77.66
3145,701,44,view,2006-01-13 16:34:49.172107,259.49
3146,293,45,view,2006-01-14 16:34:49.172107,178.76
3147,195,29,view,2006-01-15 16:34:49.172107,146.21
3148,292,88,view,2006-01-16 16:34:49.172107,10.16
3149,887,59,remove_from_cart,2006-01-17 16:34:49.172107,117.91
3150,261,15,add_to_cart,2006-01-18 16:34:49.172107,194.0
3151,942,70,remove_from_cart,2006-01-19 16:34:49.172107,31.48
3152,207,96,remove_from_cart,2006-01-20 16:34:49.172107,140.57
3153,564,44,remove_from_cart,2006-01-21 16:34:49.172107,298.06
3154,49,98,remove_from_cart,2006-01-22 16:34:49.172107,216.38
3155,6,36,view,2006-01-23 16:34:49.172107,166.33
3156,379,84,view,2006-01-24 16:34:49.172107,162.24
3157,394,57,add_to_cart,2006-01-25 16:34:49.172107,17.91
3158,886,64,remove_from_cart,2006-01-26 16:34:49.172107,287.41
3159,224,76,view,2006-01-27 16:34:49.172107,278.81
3160,23,99,add_to_cart,2006-01-28 16:34:49.172107,206.31
3161,657,38,remove_from_cart,2006-01-29 16:34:49.172107,34.21
3162,110,17,remove_from_cart,2006-01-30 16:34:49.172107,66.31
3163,724,27,view,2006-01-31 16:34:49.172107,59.25
3164,812,17,remove_from_cart,2006-02-01 16:34:49.172107,158.28
3165,553,63,remove_from_cart,2006-02-02 16:34:49.172107,66.3
3166,399,11,view,2006-02-03 16:34:49.172107,210.26
3167,172,64,add_to_cart,2006-02-04 16:34:49.172107,165.84
3168,698,39,add_to_cart,2006-02-05 16:34:49.172107,10.21
3169,726,2,view,2006-02-06 16:34:49.172107,224.5
3170,306,66,view,2006-02-07 16:34:49.172107,60.7
3171,564,54,add_to_cart,2006-02-08 16:34:49.172107,248.34
3172,582,29,add_to_cart,2006-02-09 16:34:49.172107,109.74
3173,708,45,view,2006-02-10 16:34:49.172107,104.89
3174,959,88,view,2006-02-11 16:34:49.172107,8.49
3175,954,88,view,2006-02-12 16:34:49.172107,296.38
3176,151,80,remove_from_cart,2006-02-13 16:34:49.172107,185.54
3177,428,31,view,2006-02-14 16:34:49.172107,129.71
3178,621,49,remove_from_cart,2006-02-15 16:34:49.172107,33.5
3179,467,9,add_to_cart,2006-02-16 16:34:49.172107,211.25
3180,630,27,add_to_cart,2006-02-17 16:34:49.172107,88.41
3181,877,56,view,2006-02-18 16:34:49.172107,296.54
3182,607,78,view,2006-02-19 16:34:49.172107,285.41
3183,768,45,add_to_cart,2006-02-20 16:34:49.172107,221.91
3184,556,89,add_to_cart,2006-02-21 16:34:49.172107,291.47
3185,948,43,add_to_cart,2006-02-22 16:34:49.172107,36.16
3186,67,22,add_to_cart,2006-02-23 16:34:49.172107,87.58
3187,156,99,view,2006-02-24 16:34:49.172107,79.71
3188,835,33,remove_from_cart,2006-02-25 16:34:49.172107,26.24
3189,206,27,add_to_cart,2006-02-26 16:34:49.172107,291.81
3190,786,40,add_to_cart,2006-02-27 16:34:49.172107,22.69
3191,155,26,remove_from_cart,2006-02-28 16:34:49.172107,257.72
3192,691,83,view,2006-03-01 16:34:49.172107,231.61
3193,509,45,remove_from_cart,2006-03-02 16:34:49.172107,115.88
3194,572,45,view,2006-03-03 16:34:49.172107,10.55
3195,74,26,view,2006-03-04 16:34:49.172107,6.8
3196,49,70,view,2006-03-05 16:34:49.172107,65.18
3197,783,67,view,2006-03-06 16:34:49.172107,150.69
3198,467,6,view,2006-03-07 16:34:49.172107,140.08
3199,585,28,add_to_cart,2006-03-08 16:34:49.172107,177.66
3200,708,67,view,2006-03-09 16:34:49.172107,232.73
3201,911,13,add_to_cart,2006-03-10 16:34:49.172107,116.32
3202,179,63,view,2006-03-11 16:34:49.172107,52.31
3203,48,13,add_to_cart,2006-03-12 16:34:49.172107,241.01
3204,72,77,remove_from_cart,2006-03-13 16:34:49.172107,103.14
3205,113,1,remove_from_cart,2006-03-14 16:34:49.172107,89.63
3206,757,40,add_to_cart,2006-03-15 16:34:49.172107,230.47
3207,897,37,view,2006-03-16 16:34:49.172107,280.57
3208,903,31,add_to_cart,2006-03-17 16:34:49.172107,274.91
3209,821,17,add_to_cart,2006-03-18 16:34:49.172107,45.55
3210,159,9,view,2006-03-19 16:34:49.172107,153.43
3211,786,64,remove_from_cart,2006-03-20 16:34:49.172107,32.4
3212,780,57,add_to_cart,2006-03-21 16:34:49.172107,288.49
3213,816,13,remove_from_cart,2006-03-22 16:34:49.172107,68.49
3214,30,37,remove_from_cart,2006-03-23 16:34:49.172107,63.24
3215,97,14,remove_from_cart,2006-03-24 16:34:49.172107,267.22
3216,251,75,add_to_cart,2006-03-25 16:34:49.172107,290.52
3217,519,25,add_to_cart,2006-03-26 16:34:49.172107,210.8
3218,92,95,view,2006-03-27 16:34:49.172107,40.7
3219,113,78,view,2006-03-28 16:34:49.172107,148.33
3220,259,57,add_to_cart,2006-03-29 16:34:49.172107,245.9
3221,107,71,view,2006-03-30 16:34:49.172107,173.88
3222,575,88,remove_from_cart,2006-03-31 16:34:49.172107,44.12
3223,390,100,remove_from_cart,2006-04-01 16:34:49.172107,55.71
3224,991,42,add_to_cart,2006-04-02 16:34:49.172107,259.92
3225,358,42,remove_from_cart,2006-04-03 16:34:49.172107,160.47
3226,783,47,add_to_cart,2006-04-04 16:34:49.172107,213.22
3227,199,44,add_to_cart,2006-04-05 16:34:49.172107,115.05
3228,427,41,add_to_cart,2006-04-06 16:34:49.172107,162.08
3229,478,3,remove_from_cart,2006-04-07 16:34:49.172107,293.25
3230,859,90,add_to_cart,2006-04-08 16:34:49.172107,102.26
3231,849,90,add_to_cart,2006-04-09 16:34:49.172107,204.06
3232,503,1,view,2006-04-10 16:34:49.172107,55.89
3233,658,79,remove_from_cart,2006-04-11 16:34:49.172107,40.91
3234,918,11,add_to_cart,2006-04-12 16:34:49.172107,236.17
3235,573,7,view,2006-04-13 16:34:49.172107,254.01
3236,120,12,add_to_cart,2006-04-14 16:34:49.172107,202.15
3237,573,38,remove_from_cart,2006-04-15 16:34:49.172107,51.67
3238,309,54,view,2006-04-16 16:34:49.172107,75.97
3239,538,67,view,2006-04-17 16:34:49.172107,273.8
3240,627,53,add_to_cart,2006-04-18 16:34:49.172107,90.17
3241,475,90,add_to_cart,2006-04-19 16:34:49.172107,246.56
3242,552,94,remove_from_cart,2006-04-20 16:34:49.172107,89.35
3243,344,32,remove_from_cart,2006-04-21 16:34:49.172107,282.14
3244,628,100,add_to_cart,2006-04-22 16:34:49.172107,274.76
3245,136,45,view,2006-04-23 16:34:49.172107,17.76
3246,277,51,remove_from_cart,2006-04-24 16:34:49.172107,232.27
3247,989,37,remove_from_cart,2006-04-25 16:34:49.172107,54.99
3248,811,59,view,2006-04-26 16:34:49.172107,68.51
3249,533,54,add_to_cart,2006-04-27 16:34:49.172107,140.65
3250,899,18,remove_from_cart,2006-04-28 16:34:49.172107,175.01
3251,31,1,view,2006-04-29 16:34:49.172107,101.11
3252,247,21,remove_from_cart,2006-04-30 16:34:49.172107,174.74
3253,411,28,view,2006-05-01 16:34:49.172107,55.34
3254,27,16,remove_from_cart,2006-05-02 16:34:49.172107,11.59
3255,73,48,add_to_cart,2006-05-03 16:34:49.172107,173.51
3256,953,28,view,2006-05-04 16:34:49.172107,157.64
3257,97,22,remove_from_cart,2006-05-05 16:34:49.172107,208.45
3258,673,83,remove_from_cart,2006-05-06 16:34:49.172107,196.7
3259,346,1,view,2006-05-07 16:34:49.172107,269.76
3260,476,95,view,2006-05-08 16:34:49.172107,140.54
3261,300,42,add_to_cart,2006-05-09 16:34:49.172107,7.47
3262,299,98,view,2006-05-10 16:34:49.172107,191.04
3263,287,70,remove_from_cart,2006-05-11 16:34:49.172107,204.16
3264,885,92,add_to_cart,2006-05-12 16:34:49.172107,158.84
3265,449,3,view,2006-05-13 16:34:49.172107,208.34
3266,212,95,remove_from_cart,2006-05-14 16:34:49.172107,100.46
3267,76,80,view,2006-05-15 16:34:49.172107,48.9
3268,401,81,remove_from_cart,2006-05-16 16:34:49.172107,201.04
3269,655,44,remove_from_cart,2006-05-17 16:34:49.172107,77.33
3270,34,27,add_to_cart,2006-05-18 16:34:49.172107,139.61
3271,498,51,add_to_cart,2006-05-19 16:34:49.172107,150.03
3272,848,24,view,2006-05-20 16:34:49.172107,145.77
3273,516,20,add_to_cart,2006-05-21 16:34:49.172107,181.54
3274,328,32,view,2006-05-22 16:34:49.172107,13.69
3275,98,99,add_to_cart,2006-05-23 16:34:49.172107,296.96
3276,366,13,add_to_cart,2006-05-24 16:34:49.172107,216.31
3277,729,43,view,2006-05-25 16:34:49.172107,130.49
3278,463,20,add_to_cart,2006-05-26 16:34:49.172107,61.44
3279,28,2,add_to_cart,2006-05-27 16:34:49.172107,28.65
3280,713,68,add_to_cart,2006-05-28 16:34:49.172107,203.3
3281,386,91,add_to_cart,2006-05-29 16:34:49.172107,98.5
3282,273,60,view,2006-05-30 16:34:49.172107,72.7
3283,826,89,remove_from_cart,2006-05-31 16:34:49.172107,117.09
3284,127,4,view,2006-06-01 16:34:49.172107,179.91
3285,202,96,view,2006-06-02 16:34:49.172107,203.15
3286,521,17,view,2006-06-03 16:34:49.172107,195.33
3287,287,1,add_to_cart,2006-06-04 16:34:49.172107,259.66
3288,450,33,add_to_cart,2006-06-05 16:34:49.172107,69.53
3289,88,30,remove_from_cart,2006-06-06 16:34:49.172107,192.84
3290,318,5,add_to_cart,2006-06-07 16:34:49.172107,34.83
3291,19,12,remove_from_cart,2006-06-08 16:34:49.172107,166.64
3292,593,32,remove_from_cart,2006-06-09 16:34:49.172107,177.27
3293,107,38,add_to_cart,2006-06-10 16:34:49.172107,68.79
3294,458,17,remove_from_cart,2006-06-11 16:34:49.172107,120.55
3295,311,58,view,2006-06-12 16:34:49.172107,249.02
3296,412,40,view,2006-06-13 16:34:49.172107,48.78
3297,742,96,view,2006-06-14 16:34:49.172107,133.18
3298,624,24,remove_from_cart,2006-06-15 16:34:49.172107,280.16
3299,732,12,remove_from_cart,2006-06-16 16:34:49.172107,153.71
3300,635,95,view,2006-06-17 16:34:49.172107,218.91
3301,498,19,add_to_cart,2006-06-18 16:34:49.172107,248.93
3302,244,29,view,2006-06-19 16:34:49.172107,65.11
3303,690,85,add_to_cart,2006-06-20 16:34:49.172107,69.37
3304,577,90,add_to_cart,2006-06-21 16:34:49.172107,228.78
3305,380,52,remove_from_cart,2006-06-22 16:34:49.172107,227.23
3306,515,92,remove_from_cart,2006-06-23 16:34:49.172107,22.75
3307,207,17,add_to_cart,2006-06-24 16:34:49.172107,100.14
3308,948,73,add_to_cart,2006-06-25 16:34:49.172107,122.57
3309,394,21,add_to_cart,2006-06-26 16:34:49.172107,249.57
3310,21,60,remove_from_cart,2006-06-27 16:34:49.172107,129.45
3311,805,98,view,2006-06-28 16:34:49.172107,278.15
3312,527,75,add_to_cart,2006-06-29 16:34:49.172107,299.0
3313,343,20,remove_from_cart,2006-06-30 16:34:49.172107,235.31
3314,718,53,view,2006-07-01 16:34:49.172107,201.58
3315,975,80,remove_from_cart,2006-07-02 16:34:49.172107,120.61
3316,202,63,view,2006-07-03 16:34:49.172107,24.78
3317,120,57,remove_from_cart,2006-07-04 16:34:49.172107,174.08
3318,649,29,view,2006-07-05 16:34:49.172107,111.7
3319,812,1,add_to_cart,2006-07-06 16:34:49.172107,108.51
3320,807,82,remove_from_cart,2006-07-07 16:34:49.172107,207.87
3321,389,59,view,2006-07-08 16:34:49.172107,141.77
3322,537,64,view,2006-07-09 16:34:49.172107,226.87
3323,824,86,view,2006-07-10 16:34:49.172107,122.46
3324,234,72,add_to_cart,2006-07-11 16:34:49.172107,49.5
3325,633,71,remove_from_cart,2006-07-12 16:34:49.172107,141.1
3326,602,89,view,2006-07-13 16:34:49.172107,285.55
3327,320,94,add_to_cart,2006-07-14 16:34:49.172107,241.45
3328,712,98,add_to_cart,2006-07-15 16:34:49.172107,65.7
3329,982,44,add_to_cart,2006-07-16 16:34:49.172107,120.43
3330,180,48,add_to_cart,2006-07-17 16:34:49.172107,278.7
3331,857,75,add_to_cart,2006-07-18 16:34:49.172107,41.49
3332,368,15,add_to_cart,2006-07-19 16:34:49.172107,79.92
3333,76,35,add_to_cart,2006-07-20 16:34:49.172107,82.36
3334,649,23,remove_from_cart,2006-07-21 16:34:49.172107,173.43
3335,650,53,remove_from_cart,2006-07-22 16:34:49.172107,126.17
3336,496,45,add_to_cart,2006-07-23 16:34:49.172107,28.56
3337,522,85,view,2006-07-24 16:34:49.172107,190.61
3338,201,92,view,2006-07-25 16:34:49.172107,34.23
3339,830,13,view,2006-07-26 16:34:49.172107,183.89
3340,346,34,add_to_cart,2006-07-27 16:34:49.172107,154.57
3341,483,38,view,2006-07-28 16:34:49.172107,150.63
3342,219,70,remove_from_cart,2006-07-29 16:34:49.172107,24.91
3343,60,68,remove_from_cart,2006-07-30 16:34:49.172107,193.57
3344,991,5,remove_from_cart,2006-07-31 16:34:49.172107,132.24
3345,659,40,remove_from_cart,2006-08-01 16:34:49.172107,126.28
3346,619,70,add_to_cart,2006-08-02 16:34:49.172107,180.95
3347,550,21,remove_from_cart,2006-08-03 16:34:49.172107,183.84
3348,646,28,view,2006-08-04 16:34:49.172107,9.43
3349,911,3,view,2006-08-05 16:34:49.172107,41.94
3350,221,23,remove_from_cart,2006-08-06 16:34:49.172107,74.77
3351,815,72,remove_from_cart,2006-08-07 16:34:49.172107,205.0
3352,941,19,remove_from_cart,2006-08-08 16:34:49.172107,175.14
3353,502,75,view,2006-08-09 16:34:49.172107,228.5
3354,133,50,view,2006-08-10 16:34:49.172107,223.48
3355,846,74,remove_from_cart,2006-08-11 16:34:49.172107,256.69
3356,53,58,view,2006-08-12 16:34:49.172107,116.16
3357,450,92,view,2006-08-13 16:34:49.172107,106.79
3358,62,20,add_to_cart,2006-08-14 16:34:49.172107,250.15
3359,23,92,remove_from_cart,2006-08-15 16:34:49.172107,75.09
3360,44,93,remove_from_cart,2006-08-16 16:34:49.172107,141.05
3361,820,72,add_to_cart,2006-08-17 16:34:49.172107,62.33
3362,558,83,add_to_cart,2006-08-18 16:34:49.172107,274.58
3363,659,53,view,2006-08-19 16:34:49.172107,125.3
3364,728,85,add_to_cart,2006-08-20 16:34:49.172107,67.68
3365,852,82,remove_from_cart,2006-08-21 16:34:49.172107,209.14
3366,47,9,remove_from_cart,2006-08-22 16:34:49.172107,77.17
3367,859,4,remove_from_cart,2006-08-23 16:34:49.172107,283.33
3368,820,41,view,2006-08-24 16:34:49.172107,113.45
3369,24,25,view,2006-08-25 16:34:49.172107,201.07
3370,657,34,remove_from_cart,2006-08-26 16:34:49.172107,106.85
3371,89,73,remove_from_cart,2006-08-27 16:34:49.172107,243.14
3372,174,9,view,2006-08-28 16:34:49.172107,269.59
3373,576,82,view,2006-08-29 16:34:49.172107,237.44
3374,119,75,add_to_cart,2006-08-30 16:34:49.172107,255.31
3375,735,13,view,2006-08-31 16:34:49.172107,35.05
3376,668,9,view,2006-09-01 16:34:49.172107,277.6
3377,178,80,remove_from_cart,2006-09-02 16:34:49.172107,189.17
3378,832,4,remove_from_cart,2006-09-03 16:34:49.172107,261.42
3379,924,34,remove_from_cart,2006-09-04 16:34:49.172107,206.91
3380,342,7,add_to_cart,2006-09-05 16:34:49.172107,64.55
3381,568,15,view,2006-09-06 16:34:49.172107,184.82
3382,59,38,add_to_cart,2006-09-07 16:34:49.172107,31.83
3383,901,75,view,2006-09-08 16:34:49.172107,210.24
3384,438,96,view,2006-09-09 16:34:49.172107,125.66
3385,428,91,remove_from_cart,2006-09-10 16:34:49.172107,49.76
3386,426,94,view,2006-09-11 16:34:49.172107,293.87
3387,968,52,add_to_cart,2006-09-12 16:34:49.172107,270.82
3388,381,81,remove_from_cart,2006-09-13 16:34:49.172107,268.6
3389,486,100,add_to_cart,2006-09-14 16:34:49.172107,237.7
3390,732,83,add_to_cart,2006-09-15 16:34:49.172107,209.13
3391,185,7,remove_from_cart,2006-09-16 16:34:49.172107,198.25
3392,559,45,view,2006-09-17 16:34:49.172107,36.3
3393,460,59,add_to_cart,2006-09-18 16:34:49.172107,270.67
3394,889,21,view,2006-09-19 16:34:49.172107,264.93
3395,921,28,remove_from_cart,2006-09-20 16:34:49.172107,225.62
3396,102,3,view,2006-09-21 16:34:49.172107,278.56
3397,556,14,view,2006-09-22 16:34:49.172107,168.16
3398,15,2,remove_from_cart,2006-09-23 16:34:49.172107,137.05
3399,748,29,view,2006-09-24 16:34:49.172107,290.54
3400,873,18,add_to_cart,2006-09-25 16:34:49.172107,141.92
3401,51,37,add_to_cart,2006-09-26 16:34:49.172107,194.19
3402,309,45,add_to_cart,2006-09-27 16:34:49.172107,115.05
3403,34,45,view,2006-09-28 16:34:49.172107,192.72
3404,636,24,add_to_cart,2006-09-29 16:34:49.172107,217.43
3405,589,46,view,2006-09-30 16:34:49.172107,189.27
3406,904,12,view,2006-10-01 16:34:49.172107,156.8
3407,635,53,view,2006-10-02 16:34:49.172107,93.53
3408,205,45,view,2006-10-03 16:34:49.172107,194.93
3409,740,32,remove_from_cart,2006-10-04 16:34:49.172107,272.99
3410,70,18,add_to_cart,2006-10-05 16:34:49.172107,7.04
3411,230,13,add_to_cart,2006-10-06 16:34:49.172107,44.51
3412,480,4,view,2006-10-07 16:34:49.172107,40.33
3413,533,23,remove_from_cart,2006-10-08 16:34:49.172107,277.35
3414,108,62,view,2006-10-09 16:34:49.172107,200.51
3415,876,54,add_to_cart,2006-10-10 16:34:49.172107,285.78
3416,241,74,add_to_cart,2006-10-11 16:34:49.172107,176.93
3417,251,55,remove_from_cart,2006-10-12 16:34:49.172107,141.21
3418,135,69,view,2006-10-13 16:34:49.172107,238.74
3419,90,40,remove_from_cart,2006-10-14 16:34:49.172107,52.48
3420,591,14,view,2006-10-15 16:34:49.172107,117.49
3421,440,98,remove_from_cart,2006-10-16 16:34:49.172107,142.55
3422,689,28,add_to_cart,2006-10-17 16:34:49.172107,93.05
3423,298,72,remove_from_cart,2006-10-18 16:34:49.172107,114.53
3424,407,80,add_to_cart,2006-10-19 16:34:49.172107,28.04
3425,308,95,add_to_cart,2006-10-20 16:34:49.172107,63.41
3426,102,71,view,2006-10-21 16:34:49.172107,103.97
3427,361,67,remove_from_cart,2006-10-22 16:34:49.172107,239.79
3428,847,29,remove_from_cart,2006-10-23 16:34:49.172107,58.84
3429,624,100,remove_from_cart,2006-10-24 16:34:49.172107,107.26
3430,693,61,remove_from_cart,2006-10-25 16:34:49.172107,24.15
3431,616,68,view,2006-10-26 16:34:49.172107,169.35
3432,528,9,view,2006-10-27 16:34:49.172107,185.32
3433,608,17,view,2006-10-28 16:34:49.172107,260.33
3434,293,49,add_to_cart,2006-10-29 16:34:49.172107,246.64
3435,146,63,add_to_cart,2006-10-30 16:34:49.172107,89.19
3436,404,84,add_to_cart,2006-10-31 16:34:49.172107,45.4
3437,814,78,view,2006-11-01 16:34:49.172107,51.04
3438,2,46,add_to_cart,2006-11-02 16:34:49.172107,290.84
3439,119,93,remove_from_cart,2006-11-03 16:34:49.172107,203.6
3440,855,13,add_to_cart,2006-11-04 16:34:49.172107,17.56
3441,606,100,view,2006-11-05 16:34:49.172107,45.35
3442,191,45,view,2006-11-06 16:34:49.172107,148.31
3443,3,53,view,2006-11-07 16:34:49.172107,66.31
3444,942,17,view,2006-11-08 16:34:49.172107,242.08
3445,487,47,remove_from_cart,2006-11-09 16:34:49.172107,174.1
3446,623,62,add_to_cart,2006-11-10 16:34:49.172107,185.73
3447,177,50,add_to_cart,2006-11-11 16:34:49.172107,141.53
3448,257,43,view,2006-11-12 16:34:49.172107,80.54
3449,873,68,add_to_cart,2006-11-13 16:34:49.172107,178.87
3450,534,84,remove_from_cart,2006-11-14 16:34:49.172107,216.51
3451,477,75,view,2006-11-15 16:34:49.172107,114.43
3452,398,86,add_to_cart,2006-11-16 16:34:49.172107,153.96
3453,496,72,add_to_cart,2006-11-17 16:34:49.172107,252.71
3454,220,28,add_to_cart,2006-11-18 16:34:49.172107,48.86
3455,981,45,add_to_cart,2006-11-19 16:34:49.172107,165.84
3456,173,41,view,2006-11-20 16:34:49.172107,107.78
3457,736,94,view,2006-11-21 16:34:49.172107,212.32
3458,390,97,remove_from_cart,2006-11-22 16:34:49.172107,10.55
3459,502,97,view,2006-11-23 16:34:49.172107,202.79
3460,577,36,add_to_cart,2006-11-24 16:34:49.172107,35.35
3461,789,91,add_to_cart,2006-11-25 16:34:49.172107,24.11
3462,761,84,add_to_cart,2006-11-26 16:34:49.172107,218.76
3463,260,33,remove_from_cart,2006-11-27 16:34:49.172107,193.9
3464,131,25,view,2006-11-28 16:34:49.172107,269.01
3465,113,19,view,2006-11-29 16:34:49.172107,158.3
3466,798,47,view,2006-11-30 16:34:49.172107,161.36
3467,799,85,add_to_cart,2006-12-01 16:34:49.172107,213.57
3468,930,33,add_to_cart,2006-12-02 16:34:49.172107,100.4
3469,723,67,add_to_cart,2006-12-03 16:34:49.172107,15.89
3470,20,14,remove_from_cart,2006-12-04 16:34:49.172107,72.86
3471,215,79,remove_from_cart,2006-12-05 16:34:49.172107,75.21
3472,310,33,add_to_cart,2006-12-06 16:34:49.172107,104.02
3473,251,42,remove_from_cart,2006-12-07 16:34:49.172107,283.32
