purchase_id,customer_id,product_id,purchase_date,quantity
1160,446,76,2014-04-16 16:34:49.162779,1
1161,343,54,2014-04-17 16:34:49.162779,2
1162,145,6,2014-04-18 16:34:49.162779,4
1163,65,40,2014-04-19 16:34:49.162779,4
1164,247,93,2014-04-20 16:34:49.162779,4
1165,735,94,2014-04-21 16:34:49.162779,2
1166,991,2,2014-04-22 16:34:49.162779,3
1167,490,73,2014-04-23 16:34:49.162779,4
1168,825,2,2014-04-24 16:34:49.162779,2
1169,439,93,2014-04-25 16:34:49.162779,1
1170,106,97,2014-04-26 16:34:49.162779,1
1171,181,74,2014-04-27 16:34:49.162779,2
1172,184,98,2014-04-28 16:34:49.162779,3
1173,226,55,2014-04-29 16:34:49.162779,2
1174,777,72,2014-04-30 16:34:49.162779,1
1175,790,60,2014-05-01 16:34:49.162779,1
1176,909,97,2014-05-02 16:34:49.162779,4
1177,89,6,2014-05-03 16:34:49.162779,3
1178,688,19,2014-05-04 16:34:49.162779,2
1179,530,96,2014-05-05 16:34:49.162779,1
1180,371,27,2014-05-06 16:34:49.162779,1
1181,972,1,2014-05-07 16:34:49.162779,1
1182,936,33,2014-05-08 16:34:49.162779,2
1183,913,40,2014-05-09 16:34:49.162779,2
1184,399,32,2014-05-10 16:34:49.162779,3
1185,106,69,2014-05-11 16:34:49.162779,4
1186,271,17,2014-05-12 16:34:49.162779,4
1187,975,8,2014-05-13 16:34:49.162779,4
1188,831,57,2014-05-14 16:34:49.162779,1
1189,503,42,2014-05-15 16:34:49.162779,4
1190,679,98,2014-05-16 16:34:49.162779,1
1191,525,9,2014-05-17 16:34:49.162779,3
1192,849,87,2014-05-18 16:34:49.162779,1
1193,32,35,2014-05-19 16:34:49.162779,3
1194,393,71,2014-05-20 16:34:49.162779,3
1195,40,79,2014-05-21 16:34:49.162779,4
1196,660,53,2014-05-22 16:34:49.162779,4
1197,218,54,2014-05-23 16:34:49.162779,1
1198,731,84,2014-05-24 16:34:49.162779,2
1199,981,25,2014-05-25 16:34:49.162779,4
1200,82,67,2014-05-26 16:34:49.162779,4
1201,845,62,2014-05-27 16:34:49.162779,2
1202,720,55,2014-05-28 16:34:49.162779,2
1203,201,46,2014-05-29 16:34:49.162779,4
1204,447,24,2014-05-30 16:34:49.162779,2
1205,844,98,2014-05-31 16:34:49.162779,1
1206,428,46,2014-06-01 16:34:49.162779,3
1207,38,22,2014-06-02 16:34:49.162779,3
1208,211,11,2014-06-03 16:34:49.162779,4
1209,444,48,2014-06-04 16:34:49.162779,4
1210,327,8,2014-06-05 16:34:49.162779,1
1211,761,39,2014-06-06 16:34:49.162779,2
1212,227,35,2014-06-07 16:34:49.162779,4
1213,48,49,2014-06-08 16:34:49.162779,3
1214,18,46,2014-06-09 16:34:49.162779,1
1215,912,38,2014-06-10 16:34:49.162779,1
1216,439,8,2014-06-11 16:34:49.162779,2
1217,807,54,2014-06-12 16:34:49.162779,4
1218,708,37,2014-06-13 16:34:49.162779,4
1219,187,91,2014-06-14 16:34:49.162779,1
1220,345,92,2014-06-15 16:34:49.162779,3
1221,224,40,2014-06-16 16:34:49.162779,4
1222,830,34,2014-06-17 16:34:49.162779,3
1223,488,96,2014-06-18 16:34:49.162779,1
1224,909,79,2014-06-19 16:34:49.162779,4
1225,877,17,2014-06-20 16:34:49.162779,3
1226,849,33,2014-06-21 16:34:49.162779,1
1227,229,47,2014-06-22 16:34:49.162779,3
1228,390,52,2014-06-23 16:34:49.162779,4
1229,979,80,2014-06-24 16:34:49.162779,2
1230,589,93,2014-06-25 16:34:49.162779,3
1231,188,9,2014-06-26 16:34:49.162779,2
1232,858,33,2014-06-27 16:34:49.162779,4
1233,270,60,2014-06-28 16:34:49.162779,2
1234,607,93,2014-06-29 16:34:49.162779,1
1235,310,77,2014-06-30 16:34:49.162779,2
1236,132,21,2014-07-01 16:34:49.162779,3
1237,551,58,2014-07-02 16:34:49.162779,3
1238,72,85,2014-07-03 16:34:49.162779,2
1239,793,69,2014-07-04 16:34:49.162779,1
1240,845,10,2014-07-05 16:34:49.162779,4
1241,672,6,2014-07-06 16:34:49.162779,2
1242,187,13,2014-07-07 16:34:49.162779,3
1243,486,65,2014-07-08 16:34:49.162779,3
1244,191,20,2014-07-09 16:34:49.162779,2
1245,422,57,2014-07-10 16:34:49.162779,2
1246,120,46,2014-07-11 16:34:49.162779,2
1247,220,8,2014-07-12 16:34:49.162779,4
1248,53,10,2014-07-13 16:34:49.162779,3
1249,734,73,2014-07-14 16:34:49.162779,3
1250,451,67,2014-07-15 16:34:49.162779,3
1251,412,11,2014-07-16 16:34:49.162779,4
1252,643,12,2014-07-17 16:34:49.162779,1
1253,237,10,2014-07-18 16:34:49.162779,3
1254,758,25,2014-07-19 16:34:49.162779,3
1255,738,49,2014-07-20 16:34:49.162779,1
1256,720,49,2014-07-21 16:34:49.162779,4
1257,406,89,2014-07-22 16:34:49.162779,1
1258,608,11,2014-07-23 16:34:49.162779,1
1259,422,62,2014-07-24 16:34:49.162779,1
1260,712,36,2014-07-25 16:34:49.162779,1
1261,247,39,2014-07-26 16:34:49.162779,4
1262,72,53,2014-07-27 16:34:49.162779,4
1263,830,90,2014-07-28 16:34:49.162779,1
1264,185,78,2014-07-29 16:34:49.162779,2
1265,6,56,2014-07-30 16:34:49.162779,2
1266,206,1,2014-07-31 16:34:49.162779,2
1267,544,56,2014-08-01 16:34:49.162779,2
1268,611,4,2014-08-02 16:34:49.162779,3
1269,906,30,2014-08-03 16:34:49.162779,4
1270,387,12,2014-08-04 16:34:49.162779,4
1271,768,35,2014-08-05 16:34:49.162779,1
1272,699,77,2014-08-06 16:34:49.162779,3
1273,76,52,2014-08-07 16:34:49.162779,1
1274,177,31,2014-08-08 16:34:49.162779,1
1275,827,87,2014-08-09 16:34:49.162779,4
1276,799,68,2014-08-10 16:34:49.162779,3
1277,349,52,2014-08-11 16:34:49.162779,2
1278,255,80,2014-08-12 16:34:49.162779,4
1279,837,7,2014-08-13 16:34:49.162779,3
1280,702,22,2014-08-14 16:34:49.162779,3
1281,308,93,2014-08-15 16:34:49.162779,4
1282,345,75,2014-08-16 16:34:49.162779,4
1283,127,56,2014-08-17 16:34:49.162779,1
1284,937,97,2014-08-18 16:34:49.162779,1
1285,287,58,2014-08-19 16:34:49.162779,1
1286,766,93,2014-08-20 16:34:49.162779,2
1287,725,64,2014-08-21 16:34:49.162779,4
1288,762,12,2014-08-22 16:34:49.162779,3
1289,596,7,2014-08-23 16:34:49.162779,4
1290,487,55,2014-08-24 16:34:49.162779,3
1291,383,62,2014-08-25 16:34:49.162779,2
1292,406,90,2014-08-26 16:34:49.162779,4
1293,388,73,2014-08-27 16:34:49.162779,3
1294,525,98,2014-08-28 16:34:49.162779,3
1295,557,77,2014-08-29 16:34:49.162779,1
1296,639,55,2014-08-30 16:34:49.162779,2
1297,938,36,2014-08-31 16:34:49.162779,4
1298,626,89,2014-09-01 16:34:49.162779,1
1299,945,24,2014-09-02 16:34:49.162779,2
1300,276,44,2014-09-03 16:34:49.162779,1
1301,500,17,2014-09-04 16:34:49.162779,4
1302,717,2,2014-09-05 16:34:49.162779,3
1303,337,13,2014-09-06 16:34:49.162779,4
1304,950,31,2014-09-07 16:34:49.162779,2
1305,932,93,2014-09-08 16:34:49.162779,4
1306,481,28,2014-09-09 16:34:49.162779,2
1307,897,60,2014-09-10 16:34:49.162779,1
1308,911,27,2014-09-11 16:34:49.162779,2
1309,973,15,2014-09-12 16:34:49.162779,3
1310,273,95,2014-09-13 16:34:49.162779,3
1311,920,79,2014-09-14 16:34:49.162779,3
1312,58,33,2014-09-15 16:34:49.162779,1
1313,328,20,2014-09-16 16:34:49.162779,2
1314,731,42,2014-09-17 16:34:49.162779,1
1315,109,12,2014-09-18 16:34:49.162779,4
1316,279,73,2014-09-19 16:34:49.162779,4
1317,686,23,2014-09-20 16:34:49.162779,4
1318,328,72,2014-09-21 16:34:49.162779,4
1319,776,96,2014-09-22 16:34:49.162779,3
1320,315,14,2014-09-23 16:34:49.162779,2
1321,474,91,2014-09-24 16:34:49.162779,3
1322,111,25,2014-09-25 16:34:49.162779,2
1323,699,77,2014-09-26 16:34:49.162779,2
1324,781,85,2014-09-27 16:34:49.162779,1
1325,935,31,2014-09-28 16:34:49.162779,4
1326,229,54,2014-09-29 16:34:49.162779,2
1327,497,5,2014-09-30 16:34:49.162779,4
1328,156,13,2014-10-01 16:34:49.162779,4
1329,473,28,2014-10-02 16:34:49.162779,4
1330,701,43,2014-10-03 16:34:49.162779,3
1331,272,89,2014-10-04 16:34:49.162779,4
1332,887,99,2014-10-05 16:34:49.162779,2
1333,2,47,2014-10-06 16:34:49.162779,3
1334,758,71,2014-10-07 16:34:49.162779,4
1335,722,38,2014-10-08 16:34:49.162779,1
1336,511,96,2014-10-09 16:34:49.162779,4
1337,913,67,2014-10-10 16:34:49.162779,4
1338,286,62,2014-10-11 16:34:49.162779,3
1339,871,39,2014-10-12 16:34:49.162779,2
1340,13,37,2014-10-13 16:34:49.162779,4
1341,608,86,2014-10-14 16:34:49.162779,3
1342,498,8,2014-10-15 16:34:49.162779,3
1343,733,81,2014-10-16 16:34:49.162779,2
1344,238,52,2014-10-17 16:34:49.162779,3
1345,94,91,2014-10-18 16:34:49.162779,2
1346,338,33,2014-10-19 16:34:49.162779,1
1347,781,81,2014-10-20 16:34:49.162779,4
1348,171,42,2014-10-21 16:34:49.162779,3
1349,981,76,2014-10-22 16:34:49.162779,1
1350,606,27,2014-10-23 16:34:49.162779,3
1351,661,8,2014-10-24 16:34:49.162779,3
1352,624,23,2014-10-25 16:34:49.162779,1
1353,567,64,2014-10-26 16:34:49.162779,3
1354,849,93,2014-10-27 16:34:49.162779,3
1355,936,20,2014-10-28 16:34:49.162779,1
1356,467,16,2014-10-29 16:34:49.162779,3
1357,628,17,2014-10-30 16:34:49.162779,2
1358,143,80,2014-10-31 16:34:49.162779,3
1359,201,19,2014-11-01 16:34:49.162779,4
1360,180,8,2014-11-02 16:34:49.162779,3
1361,714,38,2014-11-03 16:34:49.162779,4
1362,364,38,2014-11-04 16:34:49.162779,4
1363,479,53,2014-11-05 16:34:49.162779,3
1364,565,93,2014-11-06 16:34:49.162779,1
1365,471,100,2014-11-07 16:34:49.162779,2
1366,384,90,2014-11-08 16:34:49.162779,2
1367,692,31,2014-11-09 16:34:49.162779,3
1368,926,44,2014-11-10 16:34:49.162779,1
1369,417,60,2014-11-11 16:34:49.162779,1
1370,825,76,2014-11-12 16:34:49.162779,2
1371,308,17,2014-11-13 16:34:49.162779,1
1372,649,79,2014-11-14 16:34:49.162779,3
1373,694,73,2014-11-15 16:34:49.162779,3
1374,367,39,2014-11-16 16:34:49.162779,1
1375,1,42,2014-11-17 16:34:49.162779,3
1376,44,48,2014-11-18 16:34:49.162779,4
1377,739,12,2014-11-19 16:34:49.162779,2
1378,843,96,2014-11-20 16:34:49.162779,3
1379,98,89,2014-11-21 16:34:49.162779,1
1380,720,18,2014-11-22 16:34:49.162779,2
1381,265,79,2014-11-23 16:34:49.162779,3
1382,800,96,2014-11-24 16:34:49.162779,2
1383,783,6,2014-11-25 16:34:49.162779,1
1384,140,43,2014-11-26 16:34:49.162779,4
1385,481,35,2014-11-27 16:34:49.162779,4
1386,237,98,2014-11-28 16:34:49.162779,3
1387,974,54,2014-11-29 16:34:49.162779,4
1388,953,62,2014-11-30 16:34:49.162779,3
1389,904,69,2014-12-01 16:34:49.162779,2
1390,72,82,2014-12-02 16:34:49.162779,3
1391,667,16,2014-12-03 16:34:49.162779,3
1392,190,8,2014-12-04 16:34:49.162779,3
1393,268,89,2014-12-05 16:34:49.162779,4
1394,321,96,2014-12-06 16:34:49.162779,3
1395,107,90,2014-12-07 16:34:49.162779,1
1396,232,86,2014-12-08 16:34:49.162779,3
1397,42,31,2014-12-09 16:34:49.162779,2
1398,702,10,2014-12-10 16:34:49.162779,1
1399,883,56,2014-12-11 16:34:49.162779,2
1400,139,76,2014-12-12 16:34:49.162779,2
1401,615,92,2014-12-13 16:34:49.162779,2
1402,683,70,2014-12-14 16:34:49.162779,1
1403,863,20,2014-12-15 16:34:49.162779,1
1404,273,5,2014-12-16 16:34:49.162779,4
1405,481,23,2014-12-17 16:34:49.162779,1
1406,416,9,2014-12-18 16:34:49.162779,3
1407,506,58,2014-12-19 16:34:49.162779,2
1408,733,59,2014-12-20 16:34:49.162779,4
1409,725,93,2014-12-21 16:34:49.162779,1
1410,853,80,2014-12-22 16:34:49.162779,2
1411,424,54,2014-12-23 16:34:49.162779,1
1412,407,46,2014-12-24 16:34:49.162779,4
1413,568,22,2014-12-25 16:34:49.162779,1
1414,390,64,2014-12-26 16:34:49.162779,1
1415,342,8,2014-12-27 16:34:49.162779,2
1416,946,20,2014-12-28 16:34:49.162779,3
1417,614,51,2014-12-29 16:34:49.162779,1
1418,933,78,2014-12-30 16:34:49.162779,4
1419,493,39,2014-12-31 16:34:49.162779,1
1420,192,37,2015-01-01 16:34:49.162779,1
1421,499,50,2015-01-02 16:34:49.162779,3
1422,822,34,2015-01-03 16:34:49.162779,2
1423,712,75,2015-01-04 16:34:49.162779,4
1424,233,33,2015-01-05 16:34:49.162779,2
1425,945,31,2015-01-06 16:34:49.162779,2
1426,227,54,2015-01-07 16:34:49.162779,2
1427,371,44,2015-01-08 16:34:49.162779,1
1428,139,34,2015-01-09 16:34:49.162779,3
1429,856,71,2015-01-10 16:34:49.162779,1
1430,817,62,2015-01-11 16:34:49.162779,4
1431,149,23,2015-01-12 16:34:49.162779,3
1432,115,46,2015-01-13 16:34:49.162779,2
1433,450,56,2015-01-14 16:34:49.162779,3
1434,63,7,2015-01-15 16:34:49.162779,4
1435,104,89,2015-01-16 16:34:49.162779,1
1436,851,61,2015-01-17 16:34:49.162779,1
1437,871,3,2015-01-18 16:34:49.162779,2
1438,668,38,2015-01-19 16:34:49.162779,1
1439,273,84,2015-01-20 16:34:49.162779,1
1440,6,34,2015-01-21 16:34:49.162779,4
1441,147,44,2015-01-22 16:34:49.162779,3
1442,184,30,2015-01-23 16:34:49.162779,1
1443,998,17,2015-01-24 16:34:49.162779,4
1444,28,59,2015-01-25 16:34:49.162779,4
1445,962,10,2015-01-26 16:34:49.162779,2
1446,550,99,2015-01-27 16:34:49.162779,4
1447,119,84,2015-01-28 16:34:49.162779,2
1448,293,18,2015-01-29 16:34:49.162779,1
1449,371,45,2015-01-30 16:34:49.162779,2
1450,244,91,2015-01-31 16:34:49.162779,4
1451,580,59,2015-02-01 16:34:49.162779,3
1452,726,62,2015-02-02 16:34:49.162779,3
1453,218,59,2015-02-03 16:34:49.162779,1
1454,177,49,2015-02-04 16:34:49.162779,1
1455,299,100,2015-02-05 16:34:49.162779,3
1456,676,63,2015-02-06 16:34:49.162779,2
1457,58,87,2015-02-07 16:34:49.162779,1
1458,269,32,2015-02-08 16:34:49.162779,4
1459,308,10,2015-02-09 16:34:49.162779,1
1460,570,11,2015-02-10 16:34:49.162779,2
1461,288,70,2015-02-11 16:34:49.162779,1
1462,977,62,2015-02-12 16:34:49.162779,4
1463,105,47,2015-02-13 16:34:49.162779,4
1464,228,34,2015-02-14 16:34:49.162779,4
1465,247,100,2015-02-15 16:34:49.162779,2
1466,700,17,2015-02-16 16:34:49.162779,2
1467,494,54,2015-02-17 16:34:49.162779,4
1468,83,76,2015-02-18 16:34:49.162779,4
1469,186,85,2015-02-19 16:34:49.162779,2
1470,252,40,2015-02-20 16:34:49.162779,2
1471,355,19,2015-02-21 16:34:49.162779,2
1472,750,67,2015-02-22 16:34:49.162779,3
1473,872,82,2015-02-23 16:34:49.162779,2
1474,696,53,2015-02-24 16:34:49.162779,4
1475,796,64,2015-02-25 16:34:49.162779,3
1476,897,83,2015-02-26 16:34:49.162779,2
1477,938,47,2015-02-27 16:34:49.162779,4
1478,210,6,2015-02-28 16:34:49.162779,1
1479,816,16,2015-03-01 16:34:49.162779,3
1480,808,72,2015-03-02 16:34:49.162779,4
1481,609,18,2015-03-03 16:34:49.162779,1
1482,447,52,2015-03-04 16:34:49.162779,4
1483,460,48,2015-03-05 16:34:49.162779,2
1484,968,43,2015-03-06 16:34:49.162779,2
1485,472,39,2015-03-07 16:34:49.162779,1
1486,720,49,2015-03-08 16:34:49.162779,2
1487,370,12,2015-03-09 16:34:49.162779,4
1488,900,10,2015-03-10 16:34:49.162779,1
1489,934,71,2015-03-11 16:34:49.162779,4
1490,492,55,2015-03-12 16:34:49.162779,4
1491,923,1,2015-03-13 16:34:49.162779,4
1492,137,49,2015-03-14 16:34:49.162779,2
1493,367,36,2015-03-15 16:34:49.162779,2
1494,912,21,2015-03-16 16:34:49.162779,4
1495,184,37,2015-03-17 16:34:49.162779,3
1496,588,24,2015-03-18 16:34:49.162779,4
1497,287,55,2015-03-19 16:34:49.162779,4
1498,472,25,2015-03-20 16:34:49.162779,1
1499,375,7,2015-03-21 16:34:49.162779,4
1500,654,81,2015-03-22 16:34:49.162779,2
1501,749,93,2015-03-23 16:34:49.162779,1
1502,537,94,2015-03-24 16:34:49.162779,3
1503,511,71,2015-03-25 16:34:49.162779,1
1504,802,97,2015-03-26 16:34:49.162779,3
1505,579,71,2015-03-27 16:34:49.162779,1
1506,250,24,2015-03-28 16:34:49.162779,1
1507,920,11,2015-03-29 16:34:49.162779,3
1508,510,73,2015-03-30 16:34:49.162779,2
1509,630,12,2015-03-31 16:34:49.162779,2
1510,73,35,2015-04-01 16:34:49.162779,2
1511,282,63,2015-04-02 16:34:49.162779,1
1512,916,68,2015-04-03 16:34:49.162779,4
1513,960,100,2015-04-04 16:34:49.162779,1
1514,360,92,2015-04-05 16:34:49.162779,4
1515,10,57,2015-04-06 16:34:49.162779,4
1516,211,13,2015-04-07 16:34:49.162779,2
1517,835,23,2015-04-08 16:34:49.162779,4
1518,152,83,2015-04-09 16:34:49.162779,1
1519,5,39,2015-04-10 16:34:49.162779,1
1520,195,88,2015-04-11 16:34:49.162779,2
1521,954,80,2015-04-12 16:34:49.162779,3
1522,283,97,2015-04-13 16:34:49.162779,1
1523,464,12,2015-04-14 16:34:49.162779,4
1524,113,34,2015-04-15 16:34:49.162779,1
1525,271,71,2015-04-16 16:34:49.162779,1
1526,163,75,2015-04-17 16:34:49.162779,1
1527,460,31,2015-04-18 16:34:49.162779,3
1528,105,93,2015-04-19 16:34:49.162779,4
1529,693,62,2015-04-20 16:34:49.162779,2
1530,556,13,2015-04-21 16:34:49.162779,1
1531,282,31,2015-04-22 16:34:49.162779,4
1532,687,2,2015-04-23 16:34:49.162779,4
1533,162,15,2015-04-24 16:34:49.162779,2
1534,983,57,2015-04-25 16:34:49.162779,1
1535,351,75,2015-04-26 16:34:49.162779,3
1536,434,34,2015-04-27 16:34:49.162779,4
1537,852,68,2015-04-28 16:34:49.162779,2
1538,140,75,2015-04-29 16:34:49.162779,3
1539,471,29,2015-04-30 16:34:49.162779,4
1540,132,66,2015-05-01 16:34:49.162779,1
1541,87,16,2015-05-02 16:34:49.162779,4
1542,688,39,2015-05-03 16:34:49.162779,3
1543,183,77,2015-05-04 16:34:49.162779,3
1544,368,37,2015-05-05 16:34:49.162779,1
1545,129,81,2015-05-06 16:34:49.162779,1
1546,246,21,2015-05-07 16:34:49.162779,2
1547,601,44,2015-05-08 16:34:49.162779,1
1548,578,19,2015-05-09 16:34:49.162779,2
1549,670,71,2015-05-10 16:34:49.162779,3
1550,899,8,2015-05-11 16:34:49.162779,3
1551,378,77,2015-05-12 16:34:49.162779,4
1552,149,66,2015-05-13 16:34:49.162779,4
1553,985,41,2015-05-14 16:34:49.162779,2
1554,852,75,2015-05-15 16:34:49.162779,1
1555,433,88,2015-05-16 16:34:49.162779,1
1556,628,70,2015-05-17 16:34:49.162779,4
1557,726,61,2015-05-18 16:34:49.162779,3
1558,469,26,2015-05-19 16:34:49.162779,2
1559,446,71,2015-05-20 16:34:49.162779,3
1560,481,83,2015-05-21 16:34:49.162779,3
1561,884,70,2015-05-22 16:34:49.162779,1
1562,294,29,2015-05-23 16:34:49.162779,2
1563,765,66,2015-05-24 16:34:49.162779,3
1564,143,19,2015-05-25 16:34:49.162779,4
1565,250,68,2015-05-26 16:34:49.162779,4
1566,878,58,2015-05-27 16:34:49.162779,1
1567,948,70,2015-05-28 16:34:49.162779,4
1568,975,57,2015-05-29 16:34:49.162779,4
1569,302,37,2015-05-30 16:34:49.162779,3
1570,25,61,2015-05-31 16:34:49.162779,4
1571,789,92,2015-06-01 16:34:49.162779,4
1572,984,30,2015-06-02 16:34:49.162779,3
1573,889,71,2015-06-03 16:34:49.162779,1
1574,890,73,2015-06-04 16:34:49.162779,1
1575,901,25,2015-06-05 16:34:49.162779,2
1576,70,97,2015-06-06 16:34:49.162779,4
1577,625,65,2015-06-07 16:34:49.162779,3
1578,875,6,2015-06-08 16:34:49.162779,2
1579,112,18,2015-06-09 16:34:49.162779,1
1580,364,10,2015-06-10 16:34:49.162779,1
1581,303,92,2015-06-11 16:34:49.162779,3
1582,471,11,2015-06-12 16:34:49.162779,2
1583,964,97,2015-06-13 16:34:49.162779,2
1584,91,65,2015-06-14 16:34:49.162779,3
1585,530,77,2015-06-15 16:34:49.162779,3
1586,661,84,2015-06-16 16:34:49.162779,2
1587,988,65,2015-06-17 16:34:49.162779,1
1588,739,52,2015-06-18 16:34:49.162779,4
1589,726,67,2015-06-19 16:34:49.162779,1
1590,872,82,2015-06-20 16:34:49.162779,3
1591,663,78,2015-06-21 16:34:49.162779,2
1592,192,31,2015-06-22 16:34:49.162779,2
1593,963,91,2015-06-23 16:34:49.162779,4
1594,552,17,2015-06-24 16:34:49.162779,2
1595,242,55,2015-06-25 16:34:49.162779,4
1596,138,93,2015-06-26 16:34:49.162779,1
1597,345,36,2015-06-27 16:34:49.162779,1
1598,180,26,2015-06-28 16:34:49.162779,2
1599,712,53,2015-06-29 16:34:49.162779,2
1600,503,17,2015-06-30 16:34:49.162779,3
1601,203,86,2015-07-01 16:34:49.162779,3
1602,573,25,2015-07-02 16:34:49.162779,2
1603,192,2,2015-07-03 16:34:49.162779,2
1604,5,86,2015-07-04 16:34:49.162779,1
1605,890,5,2015-07-05 16:34:49.162779,2
1606,237,4,2015-07-06 16:34:49.162779,3
1607,693,36,2015-07-07 16:34:49.162779,1
1608,311,6,2015-07-08 16:34:49.162779,4
1609,549,21,2015-07-09 16:34:49.162779,3
1610,56,77,2015-07-10 16:34:49.162779,3
1611,443,89,2015-07-11 16:34:49.162779,1
1612,237,26,2015-07-12 16:34:49.162779,4
1613,870,55,2015-07-13 16:34:49.162779,3
1614,861,39,2015-07-14 16:34:49.162779,2
1615,197,84,2015-07-15 16:34:49.162779,3
1616,585,33,2015-07-16 16:34:49.162779,1
1617,571,14,2015-07-17 16:34:49.162779,1
1618,752,56,2015-07-18 16:34:49.162779,1
1619,514,100,2015-07-19 16:34:49.162779,3
1620,449,81,2015-07-20 16:34:49.162779,4
1621,360,21,2015-07-21 16:34:49.162779,2
1622,700,46,2015-07-22 16:34:49.162779,1
1623,819,16,2015-07-23 16:34:49.162779,4
1624,30,16,2015-07-24 16:34:49.162779,2
1625,779,84,2015-07-25 16:34:49.162779,1
1626,988,29,2015-07-26 16:34:49.162779,2
1627,108,92,2015-07-27 16:34:49.162779,2
1628,844,8,2015-07-28 16:34:49.162779,4
1629,935,88,2015-07-29 16:34:49.162779,2
1630,602,3,2015-07-30 16:34:49.162779,1
1631,717,89,2015-07-31 16:34:49.162779,4
1632,891,19,2015-08-01 16:34:49.162779,3
1633,968,97,2015-08-02 16:34:49.162779,3
1634,959,66,2015-08-03 16:34:49.162779,4
1635,960,79,2015-08-04 16:34:49.162779,3
1636,445,86,2015-08-05 16:34:49.162779,2
1637,893,74,2015-08-06 16:34:49.162779,1
1638,438,82,2015-08-07 16:34:49.162779,2
1639,732,22,2015-08-08 16:34:49.162779,4
1640,890,46,2015-08-09 16:34:49.162779,1
1641,606,91,2015-08-10 16:34:49.162779,4
1642,457,13,2015-08-11 16:34:49.162779,4
1643,615,33,2015-08-12 16:34:49.162779,4
1644,735,5,2015-08-13 16:34:49.162779,2
1645,698,90,2015-08-14 16:34:49.162779,1
1646,981,77,2015-08-15 16:34:49.162779,1
1647,696,27,2015-08-16 16:34:49.162779,1
1648,495,78,2015-08-17 16:34:49.162779,2
1649,674,24,2015-08-18 16:34:49.162779,3
1650,247,67,2015-08-19 16:34:49.162779,2
1651,543,63,2015-08-20 16:34:49.162779,2
1652,564,94,2015-08-21 16:34:49.162779,4
1653,857,99,2015-08-22 16:34:49.162779,1
1654,588,48,2015-08-23 16:34:49.162779,1
1655,897,63,2015-08-24 16:34:49.162779,3
1656,439,78,2015-08-25 16:34:49.162779,3
1657,278,12,2015-08-26 16:34:49.162779,4
1658,552,28,2015-08-27 16:34:49.162779,1
1659,613,44,2015-08-28 16:34:49.162779,3
1660,111,93,2015-08-29 16:34:49.162779,3
1661,385,43,2015-08-30 16:34:49.162779,1
1662,833,17,2015-08-31 16:34:49.162779,2
1663,761,40,2015-09-01 16:34:49.162779,3
1664,191,49,2015-09-02 16:34:49.162779,1
1665,490,85,2015-09-03 16:34:49.162779,3
1666,694,57,2015-09-04 16:34:49.162779,4
1667,426,87,2015-09-05 16:34:49.162779,3
1668,405,84,2015-09-06 16:34:49.162779,1
1669,335,64,2015-09-07 16:34:49.162779,3
1670,209,75,2015-09-08 16:34:49.162779,4
1671,22,57,2015-09-09 16:34:49.162779,4
1672,678,98,2015-09-10 16:34:49.162779,3
1673,611,74,2015-09-11 16:34:49.162779,3
1674,208,74,2015-09-12 16:34:49.162779,4
1675,8,70,2015-09-13 16:34:49.162779,4
1676,702,100,2015-09-14 16:34:49.162779,2
1677,687,88,2015-09-15 16:34:49.162779,2
1678,785,76,2015-09-16 16:34:49.162779,4
1679,529,43,2015-09-17 16:34:49.162779,3
1680,602,23,2015-09-18 16:34:49.162779,1
1681,653,27,2015-09-19 16:34:49.162779,3
1682,657,58,2015-09-20 16:34:49.162779,3
1683,166,37,2015-09-21 16:34:49.162779,2
1684,849,6,2015-09-22 16:34:49.162779,2
1685,496,65,2015-09-23 16:34:49.162779,2
1686,590,6,2015-09-24 16:34:49.162779,4
1687,429,50,2015-09-25 16:34:49.162779,4
1688,774,22,2015-09-26 16:34:49.162779,3
1689,163,88,2015-09-27 16:34:49.162779,3
1690,366,25,2015-09-28 16:34:49.162779,1
1691,526,79,2015-09-29 16:34:49.162779,3
1692,239,90,2015-09-30 16:34:49.162779,3
1693,72,72,2015-10-01 16:34:49.162779,2
1694,445,51,2015-10-02 16:34:49.162779,2
1695,655,88,2015-10-03 16:34:49.162779,2
1696,822,48,2015-10-04 16:34:49.162779,2
1697,509,70,2015-10-05 16:34:49.162779,2
1698,795,99,2015-10-06 16:34:49.162779,1
1699,269,65,2015-10-07 16:34:49.162779,1
1700,753,60,2015-10-08 16:34:49.162779,1
1701,415,46,2015-10-09 16:34:49.162779,2
1702,245,36,2015-10-10 16:34:49.162779,4
1703,675,58,2015-10-11 16:34:49.162779,2
1704,60,76,2015-10-12 16:34:49.162779,2
1705,6,38,2015-10-13 16:34:49.162779,1
1706,709,11,2015-10-14 16:34:49.162779,2
1707,982,12,2015-10-15 16:34:49.162779,1
1708,570,42,2015-10-16 16:34:49.162779,2
1709,817,39,2015-10-17 16:34:49.162779,3
1710,407,71,2015-10-18 16:34:49.162779,4
1711,217,11,2015-10-19 16:34:49.162779,4
1712,930,36,2015-10-20 16:34:49.162779,1
1713,26,52,2015-10-21 16:34:49.162779,3
1714,815,31,2015-10-22 16:34:49.162779,4
1715,5,33,2015-10-23 16:34:49.162779,1
1716,986,13,2015-10-24 16:34:49.162779,2
1717,532,18,2015-10-25 16:34:49.162779,2
1718,390,41,2015-10-26 16:34:49.162779,3
